YEAR,GEO,CATEGORY,TRADE,VALUE
2016-01-01,Canada,Electronic and electrical equipment and parts,Export,12378826700.0
2016-01-01,Canada,Energy products,Export,72324470200.0
2016-01-01,Canada,"Farm, fishing and intermediate food products",Export,16338857300.0
2016-01-01,Canada,Forestry products and building and packaging materials,Export,30867748200.0
2016-01-01,Canada,"Industrial machinery, equipment and parts",Export,19155994300.0
2016-01-01,Canada,Metal and non-metallic mineral products,Export,31308515500.0
2016-01-01,Canada,Metal ores and non-metallic minerals,Export,3826110000.0
2016-01-01,Canada,Motor vehicles and parts,Export,83576516300.0
2016-01-01,Canada,Special transactions trade,Export,5020087300.0
2016-01-01,Manitoba,Aircraft and other transportation equipment and parts,Export,693889800.0
2016-01-01,Manitoba,All sections,Export,9144074200.0
2016-01-01,Manitoba,"Basic and industrial chemical, plastic and rubber products",Export,665457200.0
2016-01-01,Manitoba,Consumer goods,Export,1773703200.0
2016-01-01,Manitoba,Electronic and electrical equipment and parts,Export,271631800.0
2016-01-01,Manitoba,Energy products,Export,690881000.0
2016-01-01,Manitoba,"Farm, fishing and intermediate food products",Export,1850929500.0
2016-01-01,Manitoba,Forestry products and building and packaging materials,Export,503737200.0
2016-01-01,Manitoba,"Industrial machinery, equipment and parts",Export,817502500.0
2016-01-01,Manitoba,Metal and non-metallic mineral products,Export,339953400.0
2016-01-01,Manitoba,Metal ores and non-metallic minerals,Export,62529300.0
2016-01-01,Manitoba,Motor vehicles and parts,Export,1056948899.9999999
2016-01-01,Manitoba,Special transactions trade,Export,416910500.0
2016-01-01,New Brunswick,Aircraft and other transportation equipment and parts,Export,21583000.0
2016-01-01,New Brunswick,All sections,Export,9750067600.0
2016-01-01,New Brunswick,"Basic and industrial chemical, plastic and rubber products",Export,3095546700.0
2016-01-01,New Brunswick,Consumer goods,Export,854126200.0
2016-01-01,New Brunswick,Electronic and electrical equipment and parts,Export,35747600.0
2016-01-01,New Brunswick,Energy products,Export,2815435400.0
2016-01-01,New Brunswick,"Farm, fishing and intermediate food products",Export,1027837100.0
2016-01-01,New Brunswick,Forestry products and building and packaging materials,Export,1432201800.0
2016-01-01,New Brunswick,"Industrial machinery, equipment and parts",Export,112763100.0
2016-01-01,New Brunswick,Metal and non-metallic mineral products,Export,188730300.0
2016-01-01,New Brunswick,Metal ores and non-metallic minerals,Export,68134400.0
2016-01-01,New Brunswick,Motor vehicles and parts,Export,27086900.0
2016-01-01,New Brunswick,Special transactions trade,Export,70874900.0
2016-01-01,Newfoundland and Labrador,Aircraft and other transportation equipment and parts,Export,2801300.0
2016-01-01,Newfoundland and Labrador,All sections,Export,4970585600.0
2016-01-01,Newfoundland and Labrador,"Basic and industrial chemical, plastic and rubber products",Export,25009800.0
2016-01-01,Newfoundland and Labrador,Consumer goods,Export,122548900.0
2016-01-01,Newfoundland and Labrador,Electronic and electrical equipment and parts,Export,4185399.9999999995
2016-01-01,Newfoundland and Labrador,Energy products,Export,4254590900.0000005
2016-01-01,Newfoundland and Labrador,"Farm, fishing and intermediate food products",Export,409754400.0
2016-01-01,Newfoundland and Labrador,Forestry products and building and packaging materials,Export,85354900.0
2016-01-01,Newfoundland and Labrador,"Industrial machinery, equipment and parts",Export,2055300.0000000002
2016-01-01,Newfoundland and Labrador,Metal and non-metallic mineral products,Export,8787900.0
2016-01-01,Newfoundland and Labrador,Metal ores and non-metallic minerals,Export,8794100.0
2016-01-01,Newfoundland and Labrador,Motor vehicles and parts,Export,2291500.0
2016-01-01,Newfoundland and Labrador,Special transactions trade,Export,44411300.0
2016-01-01,Northwest Territories,Aircraft and other transportation equipment and parts,Export,3300.0
2016-01-01,Northwest Territories,All sections,Export,2474600.0
2016-01-01,Northwest Territories,"Basic and industrial chemical, plastic and rubber products",Export,500.0
2016-01-01,Northwest Territories,Consumer goods,Export,87800.0
2016-01-01,Northwest Territories,Electronic and electrical equipment and parts,Export,180400.0
2016-01-01,Northwest Territories,Energy products,Export,0.0
2016-01-01,Northwest Territories,"Farm, fishing and intermediate food products",Export,0.0
2016-01-01,Northwest Territories,Forestry products and building and packaging materials,Export,106400.0
2016-01-01,Northwest Territories,"Industrial machinery, equipment and parts",Export,776600.0
2016-01-01,Northwest Territories,Metal and non-metallic mineral products,Export,242700.0
2016-01-01,Northwest Territories,Metal ores and non-metallic minerals,Export,824400.0
2016-01-01,Northwest Territories,Motor vehicles and parts,Export,0.0
2016-01-01,Northwest Territories,Special transactions trade,Export,252400.0
2016-01-01,Nova Scotia,Aircraft and other transportation equipment and parts,Export,48674000.0
2016-01-01,Nova Scotia,All sections,Export,3605716900.0
2016-01-01,Nova Scotia,"Basic and industrial chemical, plastic and rubber products",Export,216993800.0
2016-01-01,Nova Scotia,Consumer goods,Export,523902700.0
2016-01-01,Nova Scotia,Electronic and electrical equipment and parts,Export,96637700.0
2016-01-01,Nova Scotia,Energy products,Export,78151900.0
2016-01-01,Nova Scotia,"Farm, fishing and intermediate food products",Export,815286500.0
2016-01-01,Nova Scotia,Forestry products and building and packaging materials,Export,352356300.0
2016-01-01,Nova Scotia,"Industrial machinery, equipment and parts",Export,99597200.0
2016-01-01,Nova Scotia,Metal and non-metallic mineral products,Export,94991400.0
2016-01-01,Nova Scotia,Metal ores and non-metallic minerals,Export,50635900.0
2016-01-01,Nova Scotia,Motor vehicles and parts,Export,1174007400.0
2016-01-01,Nova Scotia,Special transactions trade,Export,54482300.0
2016-01-01,Nunavut,Aircraft and other transportation equipment and parts,Export,0.0
2016-01-01,Nunavut,All sections,Export,651800.0
2016-01-01,Nunavut,"Basic and industrial chemical, plastic and rubber products",Export,0.0
2016-01-01,Nunavut,Consumer goods,Export,340300.0
2016-01-01,Nunavut,Electronic and electrical equipment and parts,Export,0.0
2016-01-01,Nunavut,Energy products,Export,0.0
2016-01-01,Nunavut,"Farm, fishing and intermediate food products",Export,59300.0
2016-01-01,Nunavut,Forestry products and building and packaging materials,Export,0.0
2016-01-01,Nunavut,"Industrial machinery, equipment and parts",Export,0.0
2016-01-01,Nunavut,Metal and non-metallic mineral products,Export,0.0
2016-01-01,Nunavut,Metal ores and non-metallic minerals,Export,0.0
2016-01-01,Nunavut,Motor vehicles and parts,Export,0.0
2016-01-01,Nunavut,Special transactions trade,Export,252200.0
2016-01-01,Ontario,Aircraft and other transportation equipment and parts,Export,2718205300.0
2016-01-01,Ontario,All sections,Export,166054863200.0
2016-01-01,Ontario,"Basic and industrial chemical, plastic and rubber products",Export,9582959000.0
2016-01-01,Ontario,Consumer goods,Export,24256402800.0
2016-01-01,Ontario,Electronic and electrical equipment and parts,Export,6951933800.0
2016-01-01,Ontario,Energy products,Export,1574661500.0
2016-01-01,Ontario,"Farm, fishing and intermediate food products",Export,3296251500.0
2016-01-01,Ontario,Forestry products and building and packaging materials,Export,8838117800.0
2016-01-01,Ontario,"Industrial machinery, equipment and parts",Export,12017442200.0
2016-01-01,Ontario,Metal and non-metallic mineral products,Export,16592578000.0
2016-01-01,Ontario,Metal ores and non-metallic minerals,Export,320628500.0
2016-01-01,Ontario,Motor vehicles and parts,Export,77340604800.0
2016-01-01,Ontario,Special transactions trade,Export,2565077900.0
2016-01-01,Prince Edward Island,Aircraft and other transportation equipment and parts,Export,120552600.0
2016-01-01,Prince Edward Island,All sections,Export,924927900.0
2016-01-01,Prince Edward Island,"Basic and industrial chemical, plastic and rubber products",Export,23927300.0
2016-01-01,Prince Edward Island,Consumer goods,Export,389488200.0
2016-01-01,Prince Edward Island,Electronic and electrical equipment and parts,Export,7987800.0
2016-01-01,Prince Edward Island,Energy products,Export,18600.0
2016-01-01,Prince Edward Island,"Farm, fishing and intermediate food products",Export,227922300.0
2016-01-01,Prince Edward Island,Forestry products and building and packaging materials,Export,26970900.0
2016-01-01,Prince Edward Island,"Industrial machinery, equipment and parts",Export,29353500.0
2016-01-01,Prince Edward Island,Metal and non-metallic mineral products,Export,2370600.0
2016-01-01,Prince Edward Island,Metal ores and non-metallic minerals,Export,3986400.0
2016-01-01,Prince Edward Island,Motor vehicles and parts,Export,7577400.0
2016-01-01,Prince Edward Island,Special transactions trade,Export,84772300.0
2016-01-01,Quebec,Aircraft and other transportation equipment and parts,Export,6998721000.0
2016-01-01,Quebec,All sections,Export,57051326300.0
2016-01-01,Quebec,"Basic and industrial chemical, plastic and rubber products",Export,3740726000.0
2016-01-01,Quebec,Consumer goods,Export,10519809400.0
2016-01-01,Quebec,Electronic and electrical equipment and parts,Export,3399925800.0
2016-01-01,Quebec,Energy products,Export,2387185900.0
2016-01-01,Quebec,"Farm, fishing and intermediate food products",Export,1479225900.0
2016-01-01,Quebec,Forestry products and building and packaging materials,Export,9363441700.0
2016-01-01,Quebec,"Industrial machinery, equipment and parts",Export,3325612300.0
2016-01-01,Quebec,Metal and non-metallic mineral products,Export,11213020800.0
2016-01-01,Quebec,Metal ores and non-metallic minerals,Export,384819400.0
2016-01-01,Quebec,Motor vehicles and parts,Export,3251160200.0
2016-01-01,Quebec,Special transactions trade,Export,987677900.0
2016-01-01,Saskatchewan,Aircraft and other transportation equipment and parts,Export,1215000.0
2016-01-01,Saskatchewan,All sections,Export,12543573100.0
2016-01-01,Saskatchewan,"Basic and industrial chemical, plastic and rubber products",Export,202167900.0
2016-01-01,Saskatchewan,Consumer goods,Export,67072700.0
2016-01-01,Saskatchewan,Electronic and electrical equipment and parts,Export,148251800.0
2016-01-01,Saskatchewan,Energy products,Export,5240984500.0
2016-01-01,Saskatchewan,"Farm, fishing and intermediate food products",Export,3525067500.0
2016-01-01,Saskatchewan,Forestry products and building and packaging materials,Export,330220400.0
2016-01-01,Saskatchewan,"Industrial machinery, equipment and parts",Export,267106500.0
2016-01-01,Saskatchewan,Metal and non-metallic mineral products,Export,161745700.0
2016-01-01,Saskatchewan,Metal ores and non-metallic minerals,Export,2441277300.0
2016-01-01,Saskatchewan,Motor vehicles and parts,Export,80545800.0
2016-01-01,Saskatchewan,Special transactions trade,Export,77918000.0
2016-01-01,Yukon,Aircraft and other transportation equipment and parts,Export,69800.0
2016-01-01,Yukon,All sections,Export,213260700.0
2016-01-01,Yukon,"Basic and industrial chemical, plastic and rubber products",Export,5900.0
2016-01-01,Yukon,Consumer goods,Export,323400.0
2016-01-01,Yukon,Electronic and electrical equipment and parts,Export,183100.0
2016-01-01,Yukon,Energy products,Export,522799.99999999994
2016-01-01,Yukon,"Farm, fishing and intermediate food products",Export,1100.0
2016-01-01,Yukon,Forestry products and building and packaging materials,Export,389600.0
2016-01-01,Yukon,"Industrial machinery, equipment and parts",Export,8800.0
2016-01-01,Yukon,Metal and non-metallic mineral products,Export,441000.0
2016-01-01,Yukon,Metal ores and non-metallic minerals,Export,211029800.0
2016-01-01,Yukon,Motor vehicles and parts,Export,106800.0
2016-01-01,Yukon,Special transactions trade,Export,178600.0
2017-01-01,Alberta,Aircraft and other transportation equipment and parts,Export,273165900.0
2017-01-01,Alberta,All sections,Export,87519057500.0
2017-01-01,Alberta,"Basic and industrial chemical, plastic and rubber products",Export,7227902900.0
2017-01-01,Alberta,Consumer goods,Export,2197837400.0
2017-01-01,Alberta,Electronic and electrical equipment and parts,Export,565639100.0
2017-01-01,Alberta,Energy products,Export,69110935500.0
2017-01-01,Alberta,"Farm, fishing and intermediate food products",Export,2296740200.0
2017-01-01,Alberta,Forestry products and building and packaging materials,Export,2669727900.0
2017-01-01,Alberta,"Industrial machinery, equipment and parts",Export,1647580700.0
2017-01-01,Alberta,Metal and non-metallic mineral products,Export,559315900.0
2017-01-01,Alberta,Metal ores and non-metallic minerals,Export,173066300.0
2017-01-01,Alberta,Motor vehicles and parts,Export,364138200.0
2017-01-01,Alberta,Special transactions trade,Export,433007600.0
2017-01-01,British Columbia,Aircraft and other transportation equipment and parts,Export,255883300.0
2017-01-01,British Columbia,All sections,Export,22289351100.0
2017-01-01,British Columbia,"Basic and industrial chemical, plastic and rubber products",Export,544158700.0
2017-01-01,British Columbia,Consumer goods,Export,2233016000.0
2017-01-01,British Columbia,Electronic and electrical equipment and parts,Export,1109951500.0
2017-01-01,British Columbia,Energy products,Export,4537763600.0
2017-01-01,British Columbia,"Farm, fishing and intermediate food products",Export,1563924800.0
2017-01-01,British Columbia,Forestry products and building and packaging materials,Export,7374659900.0
2017-01-01,British Columbia,"Industrial machinery, equipment and parts",Export,1370557900.0
2017-01-01,British Columbia,Metal and non-metallic mineral products,Export,2536516900.0
